genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,is_hit
pop,0.7229102587314674,0.4431606377271617,D,-3.3470143669530756,major,0.00864306290237516,0.19628810104027064,0.007687429675841158,0.4700907957916856,0.5543160784142978,116.60606650797027,252249.99284848076,4,83,1
jazz,0.5144268329064795,0.7319552735780012,A#,-17.6385305155872,minor,0.09028762919083769,0.26567146756206805,0.13723957221942404,0.02976400584179252,0.41950358937223486,108.63776985232144,241921.15073297787,4,54,0
latin,0.7402506222554074,0.3730156571864454,B,-16.897203346525487,major,0.10407503972741391,0.3057193812091974,0.07165029453254883,0.08713285887712596,0.6755164689676485,125.07771542622814,133356.66324598648,4,90,1
pop,0.5390664516794862,0.5537062002386614,G#,-4.410206184725844,minor,0.17682761320740506,0.18751357474204128,0.034472057585272095,0.4965836445204678,0.48493222352960974,114.07942097762903,279733.4063619606,4,90,1
pop,0.7763252809463247,0.8637034160222394,G#,-2.203678812923073,minor,0.17370099043235152,0.07580858884577373,0.06641204933587995,0.17925948460164637,0.5136236622093384,131.92001631321074,227621.38357212895,4,92,1
pop,0.592450487287744,0.3589982051960297,F,-16.239807519723417,minor,0.11306476065909422,0.39767074924722146,0.11967972884723627,0.2982685019754478,0.48807762422017514,54.27986691918177,235020.23551005003,3,66,0
hip-hop,0.37323065039052034,0.5214748046663401,G,-17.763147354618127,major,0.06520596160538336,0.42413627672381565,0.06542816104341857,0.2974112675666185,0.4466263452738407,95.69627368833528,249311.71987514643,4,66,0
rock,0.7669270555684109,0.7655240643095818,A,-12.954527830724766,major,0.0836758384560002,0.35987828181145937,0.0447524960780514,0.2123053158490608,0.46453798014522835,134.4574468015396,290824.1757499044,4,81,1
rock,0.45822867574042453,0.743163021525375,D#,-23.422384807214037,minor,0.14006911733524574,0.6028268307256969,0.1727701797853085,0.12152045154747818,0.5651796034903115,108.12702467095318,228135.28584607207,4,57,0
hip-hop,0.9055631259297281,0.5273844403214624,D,-15.474961055359449,minor,0.2059264920284865,0.7039303806140946,0.07285799595145774,0.2701289250769895,0.33686306388450266,163.791785923615,225370.19372827033,4,72,0
edm,0.5741472762993535,0.4962485797996521,A#,-5.762858525556595,major,0.32029288574067044,0.33817245187370687,0.027380234151267186,0.06037873805155687,0.6571207898522164,140.8677918581125,129086.53713077119,3,79,1
pop,0.6496484416968704,0.31515358977805213,E,-13.225782469088223,major,0.09782524829507147,0.42968890436493307,0.1015760501855,0.18674302837644446,0.6250888368226257,128.17402726445428,139608.7707365275,4,74,0
hip-hop,0.7775202876020526,0.6116362512286355,C,-1.511118343532619,minor,0.1892200889177465,0.42954497462936186,0.07843018889843104,0.07534515513258466,0.4918910243602067,71.6382170400796,268055.6606407599,4,83,1
hip-hop,0.49294005829261994,0.5543131420668157,G#,-4.024570341475702,major,0.36640711193669817,0.3174823902060075,0.0410686331347104,0.18396639431480172,0.5087437067283599,165.43052759933767,186867.1335649285,4,87,1
rock,0.38362506008249814,0.8116513868745041,G,-19.984880717751064,major,0.1891235126274929,0.43285696952805264,0.01603925397756447,0.16409073103979652,0.24540013448940612,103.29262374237095,205979.81595955687,4,82,1
latin,0.7134220325045817,0.343073410199107,A,-5.0503015173987755,minor,0.2185444576850244,0.11438216323543457,0.018786342920528495,0.08629214169756404,0.6276401876840738,132.46611119027688,270473.41046216636,4,81,1
pop,0.7208136666314097,0.6024782858545273,D#,-22.14608310795065,minor,0.1893363658022511,0.03288776219157689,0.2115681539828016,0.33444335980870227,0.5378553392565001,85.91949790336655,190912.6884021872,4,94,1
rock,0.33686851951162633,0.641288891602574,A,-13.087004781596612,minor,0.012077043789265279,0.07445096287023416,0.16701318814122412,0.11480599151539843,0.5444889897420337,146.82098422176932,179551.7520589513,4,66,0
edm,0.6210708728120957,0.4316948185906567,C,-15.979446677802137,major,0.1310088846306999,0.2843177634181623,0.01189599102120815,0.35135660308476807,0.682499629481718,124.86138369383939,177515.21397965684,4,75,0
pop,0.5158465748065708,0.871083725386458,B,-4.05988826674497,major,0.09599573602740101,0.033730627101187446,0.05300246399521139,0.29372323267672334,0.5922081428571124,140.0290754590609,169324.25646166978,4,85,1
edm,0.669740673241965,0.5589152138009137,C#,-8.316177836223098,major,0.2267685718811172,0.3169082511501074,0.16077264743401504,0.2805229213151895,0.5467939923091875,147.5575962914894,267320.3580861459,4,65,0
pop,0.8407731516946744,0.3480189051257274,F,-8.663638569133635,major,0.018126466137014755,0.2058469926450799,0.08874716542882512,0.07978526146475573,0.48905727658006654,141.376569231116,252713.4109156637,4,59,0
pop,0.6781390346233901,0.5160014984465862,A#,-9.334839923029836,minor,0.15339214704948115,0.19056201267206638,0.051916410510107903,0.3576763638683281,0.4840459212153607,108.78504035887822,243683.66666281986,4,97,1
classical,0.7874926279024247,0.4570887473615359,G#,-5.458078692885586,major,0.2697526527891079,0.3842082591238496,0.06688935207517295,0.22223391387334954,0.6777572422124739,112.72205275609157,173281.45841459645,4,73,0
jazz,0.5563859536531585,0.3372138902817289,D,-23.65990913455735,major,0.19189537548673435,0.07624168279899272,0.09074750286347762,0.14353791275695926,0.6804974012445377,108.83743647191525,147283.08654638214,3,54,0
latin,0.39881758326330186,0.5069262314505093,F,-5.583129594334789,major,0.05394856936522402,0.18149094801756996,0.05479838703557696,0.30729102102097466,0.5914039130158387,145.76101616251708,165816.63410889287,4,89,1
hip-hop,0.6002286849319688,0.6496671853236853,A#,-1.5907919146428817,minor,0.07860618733451383,0.8555916283685455,0.06966557452649179,0.13830251126668003,0.536297126042737,125.52752327517996,177871.57878899097,3,94,1
pop,0.7572175247474054,0.30897210107909695,D#,-4.627126733961983,minor,0.058925390687885944,0.33239700304876774,0.15662488415103074,0.09207735671297439,0.43113699575121467,93.59565779829687,224523.33438743564,4,69,0
r&b,0.6139087861505376,0.8055174122465955,B,-5.410905078611744,minor,0.048206292475568444,0.02753633896550837,0.030193399431701018,0.1366432618524328,0.6805071307408989,169.6474017125832,130331.99842519184,4,100,1
rock,0.5236723166602835,0.4404627280720131,C#,-5.679571493559806,minor,0.2842544791998412,0.29582030772030776,0.23700614456240113,0.05424744342211002,0.15586338637844532,129.53079749926766,233547.66274415312,4,73,0
pop,0.20203018046222299,0.7089039761270145,F#,-21.437154860207887,major,0.00893602980079179,0.48601520578340784,0.038629892642103834,0.09367037767244493,0.749105000558793,150.01743161118745,176561.29313538503,4,65,0
rock,0.5298158975442274,0.5732525835750641,B,-9.337223600807715,major,0.07961664343158667,0.3153210620323399,0.2356324726232408,0.1893052306074974,0.455437602829121,95.54202902856812,261495.59066287056,4,63,0
pop,0.3828782872194959,0.3688534210664356,D#,-10.566437347386334,major,0.5186682068188461,0.11057071393846316,0.02149216296700444,0.022729396762180443,0.7036344603999397,144.86654261141035,184617.46963463523,5,80,1
indie,0.8538018574069122,0.5664080729726717,D,-15.621933074568103,major,0.1584995286793405,0.3329169830394947,0.06395735934990035,0.31864774118950884,0.29682366917443,145.62742550925657,101523.77968149591,4,67,0
hip-hop,0.860136462733332,0.6702749162792649,F#,-21.843015038225925,major,0.07011281921836454,0.20835325049238274,0.005972825979622525,0.41987543405249,0.6148177302056058,160.2950769333354,165257.4600628419,4,99,1
edm,0.7412722577128111,0.4219336842059644,E,-11.574531736492544,minor,0.148145046594324,0.3404447328325887,0.15796466769297685,0.12407468916984248,0.5771173873324543,91.82648353219254,248007.04567023602,4,65,0
hip-hop,0.535196873680893,0.8858312438720028,A,-0.49880466647535115,minor,0.15418555112974844,0.24488020819311263,0.0044301767158848124,0.013181366263937486,0.2747934661389964,87.84001234403681,204074.5215679203,4,81,1
rock,0.7730321862652062,0.42144895274520616,F#,-9.49501819164158,major,0.033620556847732255,0.014274003661698113,0.06412594785361002,0.540305668677262,0.5584472053340264,139.04745787576732,250359.72386256506,4,70,0
rock,0.8276468353762645,0.5858561329058639,A,-17.78611094925354,minor,0.1661569640485685,0.4565320918028016,0.05639661797830136,0.2004372355752734,0.49478009168194104,105.2301835146843,250674.47656783267,4,70,0
pop,0.5653442963145157,0.571535750609841,F,-17.89910726282199,major,0.3773059921418651,0.21964584604814136,0.07983174198145254,0.32242238897749415,0.32869914988899185,152.94692872252915,286990.17923633836,4,74,0
jazz,0.5560646589508121,0.36857127429216724,F,-21.48250506063968,minor,0.12992673994882795,0.19304773716000023,0.09329312291051754,0.19796835157968312,0.5851881682939133,180.79036753765251,290947.1406319602,5,52,0
latin,0.5715845864430878,0.6895332494798748,F#,-4.416765616053127,major,0.07972729286204773,0.42571237968196296,0.4422445129521596,0.17623987489243984,0.40519037585649137,111.82364517755529,196321.53445815155,4,83,1
classical,0.5735513371092928,0.5186100026709832,G#,-24.32877901739533,major,0.22914950469255657,0.31567110046953095,0.10105757360165213,0.14595052008071774,0.39087679197032815,110.06952487036425,216160.59772941103,4,45,0
indie,0.48172473653214715,0.7470891120851323,B,-14.960215193768164,major,0.10297698199241385,0.6177710740747919,0.01596871184697061,0.014414914301197344,0.5828957007103325,100.43529578823491,229680.5405057277,4,61,0
edm,0.6481180173948402,0.7132417561798948,D,-14.60993924452803,minor,0.1260554943945389,0.24708570785696762,0.11849805551881075,0.3217857771149318,0.3853676405214007,118.45779005739304,183331.22082208766,4,76,1
classical,0.5990640066985341,0.5531482475643141,C#,-19.22630114143866,minor,0.20531320640302783,0.26473771416479674,0.06180367576276779,0.06119074050569054,0.429604619858513,141.26628026630897,215608.96636529124,4,58,0
pop,0.6985940597805784,0.5590178036725313,G#,-9.570036467207554,major,0.3477261201521935,0.24565472898432866,0.012630119847842323,0.06917041988510791,0.5619814387376,115.12407564435355,197196.25808165653,4,88,1
pop,0.6755264166006864,0.7801140070897885,C,-17.714749199699686,major,0.1847696415792263,0.35516337551516824,0.12379188767033722,0.10138473660684118,0.4704616761817021,173.54910771226338,196093.62372699467,4,75,0
pop,0.5657730603877102,0.45389687213557806,A#,-0.12371924496142483,major,0.0779681211679364,0.09669584202319619,0.1749772022995074,0.05459900339832984,0.3543432184488657,154.6982521957076,186181.85703165233,4,81,1
hip-hop,0.592353506125261,0.3863254542826786,B,-1.781223930631743,major,0.015395275958855557,0.12497782774693872,0.022421194556049615,0.4027002963548714,0.1926658806310484,132.76581680260588,344211.9575956644,4,81,1
hip-hop,0.7329062865180281,0.8038917733391931,D,-16.108005966603105,major,0.012490236226633393,0.15350331847822143,0.007102368029966603,0.22065080843265436,0.4240723239445547,120.37140832871425,241846.10449134256,4,98,1
hip-hop,0.5013336159146453,0.5509794609706357,B,-18.029287818319787,major,0.01571086365309719,0.38580870605261025,0.07237608605142042,0.14286292829646982,0.4204392631973672,67.4622569397416,195664.8829003067,4,68,0
latin,0.7849528720460575,0.6569306105737849,A,-10.399313434940888,minor,0.015735735585740197,0.4348988794488849,0.09985030538130236,0.031511228096052564,0.5730229877226716,163.20657638140787,266570.2862061367,4,89,1
hip-hop,0.7244731864812459,0.45949185326612707,D,-19.96296817774553,major,0.053059491422831395,0.15884275502567172,0.13717301237709223,0.11190268398299483,0.40296157320782067,114.70666209506375,307684.9536718463,4,85,1
hip-hop,0.7278013390022103,0.5199395698593791,G,-7.397341009332862,major,0.31817211379521937,0.20111049853674942,0.029185601305052246,0.14847716852846662,0.4019376078731579,149.5823083211704,339975.52616070356,4,91,1
rock,0.8964017780303118,0.25753278041238603,A#,-7.835946723587853,major,0.20076633125453247,0.10806687417523016,0.08320093427146712,0.27880262906419545,0.5197857130375154,116.42057863545715,234129.88747844627,4,64,0
pop,0.6933336184078991,0.3422941010158315,G,-7.091217413021784,major,0.050362086197277195,0.20675268966954222,0.11884711829159034,0.35242396169706264,0.3277223833546092,66.69377327715998,231614.9993102503,4,74,0
latin,0.657548267442133,0.5173990880978795,F#,-23.227178639579265,major,0.17981977087220927,0.4237046411780996,0.4501301826892684,0.4022848619658226,0.5474006630219922,113.28339926679098,242713.71840004632,4,65,0
pop,0.4114905035444001,0.5878736491229236,G#,-24.80003778065709,minor,0.04896586975933582,0.02249430753335621,0.01430678768250805,0.024729236906250604,0.5987423930208753,140.8561299354934,205114.62127557982,4,75,0
country,0.6907955856064099,0.5067932229820616,E,-4.939627811692326,minor,0.09640693543946728,0.40137792388502774,0.005484845265043555,0.31306101110597,0.7819215909187305,81.3503354585045,233275.59750027294,4,58,0
latin,0.772810208854016,0.40460421186832163,F,-21.746536414253573,major,0.055838602165172585,0.6637835651086442,0.09720318152318108,0.11542164845938777,0.6269142453460539,137.6510564013255,139966.54673859838,4,69,0
pop,0.6438943861302954,0.47743279897414526,E,-6.321804867037535,major,0.018718047782370118,0.33339921439381504,0.028223586297580452,0.16422888242483413,0.8615665188523711,128.4362881258868,204605.03990375446,5,75,0
pop,0.5937768948000038,0.5253167268818987,D,-20.537768105501517,major,0.0931788452665732,0.4001037819365826,0.02575853815848028,0.20667740731218892,0.5664853591013141,83.40298795562677,191246.6353390279,4,78,1
latin,0.5272232903640743,0.31386503501807905,D,-17.992648913126082,minor,0.015254101163550965,0.11238074617133864,0.04055983203310467,0.17946684650078332,0.6682876442830338,109.27268542802513,235903.04642046822,4,83,1
r&b,0.8782627471161792,0.8059699603042516,G#,-2.0030426445174285,major,0.03211567436105455,0.1521130046432491,0.19507969570622766,0.07221008182041702,0.28590700376457784,91.1930748880595,196203.6688163642,4,83,1
r&b,0.7442224291620576,0.7276814603745729,A#,-14.357227666466695,major,0.05209441936801536,0.5103883066836988,0.004168737643878294,0.12712373458258838,0.48166715083533584,123.84607300607296,230585.41375374916,4,77,1
latin,0.6726456630403864,0.7034993781886597,G#,-10.642516252008368,minor,0.10788104108199707,0.21661420508969037,0.20434097260208875,0.09482337772358715,0.6011651574054311,83.97197370273125,244391.5760174973,4,69,0
pop,0.4208525541971434,0.1631194781676763,E,-22.2763950076432,major,0.14790875225518021,0.453588673655552,0.008190810865928417,0.1385975781856896,0.5322260296778859,171.04487076994076,236116.73950595586,4,76,1
hip-hop,0.7879698886084194,0.6068325110650546,A,-17.707392518426392,major,0.32387531744544196,0.008697473729228397,0.14828663995704414,0.07008483602587794,0.4201645070017342,118.60171633926451,145334.28197758296,4,82,1
pop,0.5596843698546777,0.4502179059022125,E,-16.58877989035054,minor,0.08743446001126566,0.3343921417051409,0.15464418840354854,0.2373718294141989,0.40715073066350077,124.45211748641599,144462.96971211385,4,74,0
indie,0.4400339232490098,0.4535710646559512,F,-21.791784450786857,minor,0.24746725320529248,0.42922709667501135,0.15701875010314673,0.1646914320687857,0.6479314744036354,145.20530307433893,164718.9101267534,4,44,0
edm,0.7023321899121228,0.8497886320761621,E,-14.377350492869336,major,0.11697009763319828,0.11262847406431431,0.021595268161601757,0.1566157825263967,0.5936990763817308,103.23581466827437,237580.44218265987,4,78,1
hip-hop,0.61233801745206,0.2575290247895984,E,-14.59395242953105,minor,0.12472553906370915,0.2717387762575069,0.01031924894691222,0.15448430649798914,0.48247191930893707,125.82652309593881,219909.49829197218,4,80,1
pop,0.7159545807032017,0.7020504269812995,F#,-2.0583375229380323,major,0.04050277021144476,0.19807639879989913,0.23764100322177947,0.016422054230335915,0.5543389758510427,126.28095107819584,164086.70285322628,4,72,0
hip-hop,0.7066429107959487,0.6749521612298017,D#,-2.549511146886001,major,0.18139397456442788,0.24946246580699827,0.07191825787289,0.22668954476896727,0.37767894334943747,99.43266034043248,306413.62094139017,4,85,1
hip-hop,0.7273900237424417,0.7139897620464615,F#,-22.475520928217897,minor,0.19842210345071568,0.46444235897784036,0.2412261208720508,0.24582838782203803,0.7909099035088976,104.11010979263956,236608.43987378106,4,73,0
r&b,0.7170073683292838,0.5498378400295241,D#,-19.861306200731235,minor,0.09551090288070403,0.35417482804800204,0.06371862683887526,0.1240072755075587,0.6517089487436908,142.73508631347642,161971.3788540645,4,85,1
edm,0.8963742592426601,0.4152699925053067,C#,-19.58241785761867,minor,0.09811016300555975,0.5570226235558547,0.022075451890959344,0.19683368237537976,0.599007787345768,112.96448728804741,246933.12607184873,4,88,1
indie,0.739839658835596,0.8080040774327543,D#,-1.4048720882314747,major,0.24077429456102847,0.2631991039573974,0.04205969709095569,0.19785718028824767,0.5045283054375953,112.28320910529264,230374.17246728655,4,83,1
rock,0.6725022102224769,0.4182052876401141,F#,-16.995285527994426,major,0.00869813485918972,0.6886801025211566,0.023983075789711136,0.04861654638394016,0.44472459782021107,169.21753330820997,157270.99442780614,4,67,0
pop,0.784707737758976,0.7585475506130133,D#,-12.787714225814836,major,0.13093214272187173,0.24399191220570252,0.02848994709050568,0.11088412798649928,0.5417041662434073,166.418855783973,222586.89294488356,4,87,1
r&b,0.5779093580703014,0.5250374086866036,D#,-13.297283462015566,minor,0.2395795091653571,0.08738057706655052,0.048962726729290106,0.28354330709775627,0.5807933284758161,100.48384991499559,248134.71452032475,4,78,1
r&b,0.6615255489543169,0.47329048202826096,C,-22.647202479928367,major,0.013864912631729127,0.39748932352879207,0.0498667484891545,0.24323776519631912,0.5888457206507023,111.94539172476387,190504.10293155554,4,91,1
edm,0.8644629932111814,0.8225157044302893,B,-14.045067038727094,minor,0.14394437658666667,0.48943049452176723,0.03102633450139915,0.1647197287413674,0.4858536389006739,160.1378972800245,217297.79568342763,4,85,1
latin,0.5215609476030076,0.5599019352111734,B,-15.922909940785102,major,0.06554696390290693,0.4907411154581884,0.2566318465769774,0.17721776512957013,0.4116686840745606,168.64279827905307,274959.616955162,4,56,0
rock,0.38508548802374537,0.6560320062643736,B,-11.683856717674521,major,0.1780205258920245,0.5977858231519206,0.14091901727136927,0.10885729331764528,0.6876020579296153,149.00663055016378,213923.87471693935,4,59,0
rock,0.52867397433507,0.3307239899712613,F,-0.5762084577916369,minor,0.07369820408813024,0.15801476699665215,1.3646746975253265e-05,0.4014936777015404,0.30568765927917135,144.0323827057134,137172.76371857093,4,84,1
rock,0.6481609000906465,0.6126933243113493,B,-8.510706159916264,major,0.13486759738289145,0.09712032185525798,0.02053891591744428,0.15244542786276533,0.131103065006307,113.7091816677205,300818.247696892,5,71,0
pop,0.6131757499851828,0.6365126008679692,F#,-1.894828808324121,major,0.1147640401889485,0.2163833665154494,0.11033725333414823,0.17984328923853998,0.7113678314193971,90.03245280729828,280179.4571422512,4,75,0
pop,0.612111597566605,0.34382511683521416,G#,-23.39709436766276,major,0.08269618198636051,0.3476074217673633,0.024554007881261504,0.09885135521217472,0.2883002652113388,108.87823833594601,125191.17021779066,4,72,0
pop,0.5117145710064587,0.6555300084165552,C,-21.94611004228935,major,0.07186749166370053,0.048692304659308176,0.031082548292560158,0.41359509222174634,0.35971587751801554,131.19771600047946,231187.1629773356,4,83,1
edm,0.6438594989544406,0.4287142088739901,B,-14.308821512103599,minor,0.027301869302866783,0.5028374114610725,0.10709831310684248,0.35554215971246095,0.7537545461265416,116.47638483930545,357949.4526683865,4,72,0
hip-hop,0.6983778326948992,0.27761880224271707,D#,-21.679934043203275,minor,0.0950584444818604,0.35002036419707405,0.12387535276792921,0.20965985400632844,0.5592673407525535,64.32150806111073,234390.59027462816,4,63,0
rock,0.7147528571124468,0.6246100917682218,G#,-17.37170434105726,major,0.037623415013275374,0.24125319437882328,0.07680185516923861,0.22209253047525743,0.699226436096456,123.45264176973565,168330.7454881569,4,59,0
indie,0.7649176300878763,0.531337042958777,C#,-11.765935960435678,major,0.11618330686003307,0.4340687370132465,0.011751532944487678,0.5226700721622423,0.6451724974207059,152.12506061264006,184806.8971272201,4,60,0
hip-hop,0.629831478278026,0.759470488580638,E,-6.5690235151458864,minor,0.07112314927764593,0.6154690087690745,0.1554433117771244,0.253098923623783,0.4921730460292532,190.43327332987087,204862.38617648787,4,77,1
rock,0.4394141820920162,0.5223137272868678,D,-1.9488064217474026,minor,0.07504869036924104,0.11188212282090652,0.06371534517502814,0.3225766451643499,0.7767456921762194,96.74660114057802,200549.78339089002,4,67,0
r&b,0.7829708145846536,0.479026139941464,G#,-14.19093417204767,major,0.07701513122305408,0.12363320512192309,0.3273024932176671,0.08169673271098911,0.45422050933283226,131.21506455672136,120584.605366483,4,89,1
hip-hop,0.5936599927717423,0.245970061484261,G,-11.335072847839967,minor,0.04464691190269144,0.1417638030783193,0.06435189253979127,0.4708970258956097,0.620032932713405,102.51003974076401,175132.59252262308,4,75,0
pop,0.4392926653574028,0.7933363322257002,B,-6.682432978827752,minor,0.054999803263987665,0.3916474336620732,0.04533616562663431,0.34567962621194637,0.6253218518440792,133.51255418886814,105654.87945459846,4,65,0
hip-hop,0.823111319956004,0.3148388816275949,B,-5.324294773704427,major,0.026334248580144166,0.1512200106703792,0.11304705809268734,0.37357766336239,0.619021753839986,83.44120716910427,276216.65133056924,4,79,1
pop,0.6534850539343113,0.34171288913870856,F#,-13.037747897738813,major,0.04727227196298589,0.4170712996640933,0.10053040672568443,0.42310265566825206,0.5053633778157324,83.64527898372452,187419.8681509123,4,60,0
classical,0.8103351870479217,0.36441456655509913,G#,-14.268770664635028,major,0.31764091216824747,0.19154915736176603,0.0639944439434469,0.1186156369571071,0.20358544467249104,115.2520687943331,222281.91960029484,4,59,0
latin,0.67184004726979,0.5785800296410227,A,-24.855334137283304,major,0.00016085425151135765,0.5179013328393178,0.09318438954548142,0.14413067256493461,0.6578055113571069,138.45659747029006,225845.23946841457,4,65,0
edm,0.28840881715697414,0.7371198641947636,D,-2.989663205880966,minor,0.11565282111510868,0.20800983708240328,0.01938429244247043,0.2640887819987685,0.3545809386854865,89.24234053018684,225064.41400983295,4,73,0
indie,0.421509007817116,0.5065519769061092,A,-24.190519965011383,major,0.11177261706408008,0.362055451092626,0.015164809495092593,0.1720063827194803,0.741279005928972,67.48753013804284,161583.0318030139,4,60,0
latin,0.6696943028572223,0.5725307992123567,E,-5.7224311310109535,minor,0.19780001501222927,0.41830841518202805,0.10019880199647982,0.4458714321883838,0.6143196633859248,157.73167056289248,266915.63896859053,4,75,0
pop,0.639994648913699,0.6950813135871613,B,-14.164562608783552,major,0.17108099040536479,0.25190740068766143,0.06383707127214927,0.23888168393196152,0.436378211250867,113.46837923912376,144536.02831619972,4,94,1
indie,0.7339629956173613,0.6488367887653169,G#,-3.548216866492993,major,0.054651675609085286,0.13423852633286038,0.1124377687448821,0.28772948626087963,0.3703755514243395,95.51892075393063,115721.631671504,4,74,0
rock,0.6265008318459003,0.6808939490957724,G#,-0.4463201970693298,minor,0.13354009446795007,0.5780789254869737,0.0331019391051916,0.3771210951471236,0.4696395427793969,118.98614264487716,140964.33660742617,4,60,0
latin,0.6781753966425103,0.724776103906763,A#,-5.620265079449794,major,0.17697593547211732,0.5848424081547421,0.10003302715879597,0.3086644097661794,0.37319556365573836,89.33662361899087,145056.0201111426,4,86,1
indie,0.8663180891303534,0.4170524699895704,A#,-21.85644528602765,major,0.06155898180276513,0.30459389689913763,0.06250624455824991,0.34233162879205226,0.499895350662228,78.18344568742629,213930.82381675972,4,55,0
hip-hop,0.5631703598189098,0.8068826670310695,F#,-10.528630581014559,minor,0.1357825298282213,0.37029106899356823,0.06837928351883575,0.17648265331634289,0.32684276823561925,155.92176459695224,211745.30036355415,4,77,1
pop,0.4392576984755662,0.7340421635271396,C#,-9.73393862356414,minor,0.050189836373790556,0.18829042851674738,0.12110870891520412,0.13095626669309193,0.5389518103890749,115.69612859812474,249475.1257782014,4,74,0
hip-hop,0.8121074224441491,0.7064842019884953,D,-3.4058883379307403,minor,0.11022263784287434,0.0679125306110082,0.12095674825781043,0.052202549960753866,0.22831887684443364,125.36028104120416,130606.76438146744,4,97,1
rock,0.47620191730012035,0.596416436015049,C#,-6.413455046124259,minor,0.012871871721640853,0.44369367278468874,0.1132558903631668,0.020085583662961298,0.47077284052725943,104.1768921193393,244457.4819559448,4,81,1
latin,0.27968048579656085,0.3105775287907722,D,-19.033543372353375,major,0.04500887976782674,0.06131135574344723,0.019220359358131753,0.44782292805347507,0.5767271999096616,152.7522673524757,202137.39103734336,3,73,0
indie,0.5728163686508289,0.36006418526009437,G,-10.80607638791804,minor,0.07259605508768874,0.04270863285272259,0.01572076287449123,0.046016043629061476,0.6254129323843562,116.8456046156765,178195.47124804792,4,82,1
pop,0.63284719469945,0.5203867901906207,B,-4.211825972519293,major,0.1922935417941353,0.5287962243087875,0.056253771750223815,0.13740070019844158,0.2358289091133162,157.71428511061168,109474.95257747026,3,81,1
rock,0.7904802766086693,0.3718021497952435,F#,-13.833608191551194,major,0.008200225555451758,0.41745743425856496,0.18563203746663773,0.24303788244344354,0.6152303839973886,104.39240238666156,116232.58862134916,4,77,1
rock,0.5538906769988889,0.32932174850538376,D#,-8.116603920700342,major,0.2161403390169142,0.12898497590385116,0.2085667283531979,0.42041118804677424,0.4633218692478017,98.23849147332149,304724.7361898943,4,62,0
hip-hop,0.34192014567277135,0.5730075089352165,A,-11.98587643084841,major,0.11541786795972958,0.6310263525732264,0.02869521973434643,0.2199104007171274,0.4222547543080157,93.55872168322031,103156.56687568851,4,65,0
pop,0.8612276383581319,0.866585095459747,G#,-2.1646818457419705,minor,0.15093824644922738,0.23171599631773607,0.007459036815723724,0.4092453659344374,0.6647235030624187,137.93657945312688,247731.89085870655,4,86,1
hip-hop,0.4403157180291155,0.5597868291483035,F,-12.078341719676777,major,0.05116083410893534,0.4841793915303041,0.021297377496312817,0.26345837728341565,0.6452433066521112,149.37998370718498,192404.51454959222,4,84,1
classical,0.6838322054380451,0.5771201633054596,D#,-19.132140232111176,major,0.10184234199400258,0.15114720078621832,0.09921977275127848,0.1482907485224988,0.26930948068812266,106.97101760286822,339008.6701228534,4,59,0
